,Description,forum
735,"Specifically, in Section 5: “In addition to the ease of development, the particular pricing model and on-demand elasticity of serverless computing can beneﬁt such applications both in terms of cost and performance.”  This sentence is contradicted two paragraphs later: “However, the stateless nature of serverless functions can adversely aﬀect the cost and performance of such applications.”   As I understood it, the performance gains stem from being able to scale and provision resources faster using serverless platforms, outperforming IaaS solutions when they are underprovisioned — however, it is unlikely that a serverless realization will outperform a sufficiently provisioned IaaS solution, at least today (e.g., due to cold-start overheads, shared infrastructure overheads, etc., as you mention in Section 3)",VdWaMgaTKtX
736,It would be useful to disambiguate scalability+elasticity from performance for serverless platforms,VdWaMgaTKtX
737,* Section 6 could benefit from similar conclusion/summary boxes employed in Sections 3-5,VdWaMgaTKtX
738,This paper proposed a customizable container-based profiling framework for ML work's reproducible performance analysis,N6_kWfbABl1
739,"However, the mentioned core-hours the authors invested on each of the clusters for data gathering and analysis make me wonder about how much time it will require for a developer/researcher to perform the performance analysis of a new ML workflow",N6_kWfbABl1
740,(1) This work is precious to progress the community and ensure reproducibility,N6_kWfbABl1
741,I especially appreciate the effort to develop a modular and highly configurable framework.,N6_kWfbABl1
742,(2) The proposed framework can determine the bottlenecks of an ML workflow pipeline which will significantly help the community,N6_kWfbABl1
743,(3) The proposed analysis approach combines the approaches proposed by various previous works to provide a more holistic approach,N6_kWfbABl1
744,(4) I appreciate the rich related work section that clearly states the difference with the proposed framework,N6_kWfbABl1
745,(5) The high-level goals mentioned in Section 3.1 are well thought and clearly show the framework's purpose,N6_kWfbABl1
746,(6) The evaluation of the two clusters is thoroughly performed and considers a wide range of parameters,N6_kWfbABl1
747,(7) The manuscript is very well written and easy to follow,N6_kWfbABl1
748,(1) I am concerned about how much effort is required by the researcher/developer to utilize this framework for another ML workflow.,N6_kWfbABl1
749,(2) This manuscript does not mention whether containerization affects performance? Is there a trade-off between the reconfigurability and the efficiency of the framework?,N6_kWfbABl1
750,(3) I am curious about how and why the authors chose the parameters in Table 1,N6_kWfbABl1
751,(4) The performance analysis is done on only one model and dataset,N6_kWfbABl1
752,"I am curious how the chosen model, along with the cluster configuration, affects the bottleneck",N6_kWfbABl1
753,Point 5 of Section 5 states that the importance of preprocessing worker and batch size varies for Lisa and Cartesius,N6_kWfbABl1
754,"Though section 5.4 mentions that the under-provisioning of CPU compute to GPU compute may cause this difference, I expected such a performance analyzer to provide concrete reasoning behind each bottleneck",N6_kWfbABl1
755,(5) This manuscript does not mention whether this framework applies to clusters that share resources,N6_kWfbABl1
756,Thank you very much for submitting your work to JSys,N6_kWfbABl1
757,I appreciate the paper and think that it is a valuable contribution to the community,N6_kWfbABl1
758,"However, I am concern about the required effort to use this framework for other models and clusters",N6_kWfbABl1
759,"Following are some of the concerns I have, and I believe that addressing this will make this work stronger and more valuable to the community",N6_kWfbABl1
760,(1) It will help the community if the authors explicitly mention how much effort a developer/researcher needs to invest to use this framework.,N6_kWfbABl1
761,(2) I would love to see the overhead due to containerization in both the system—a discussion or experiment showing how the trade-off between reconfigurability and performance will be highly valuable,N6_kWfbABl1
762,(3) A discussion on how the parameters in Table 1 are selected will help the community,N6_kWfbABl1
763,(4) I will appreciate an experiment/discussion on how different models and cluster configurations affect the bottlenecks,N6_kWfbABl1
764,"Also, I will enjoy a discussion of how this analyzer can provide the reasoning behind the bottlenecks",N6_kWfbABl1
765,(5) A discussion on how this framework applies to shared resourced clusters,N6_kWfbABl1
766,"(1) In the last line of the first paragraph of Section 3.1, the number of sub-objectives should be four instead of three",N6_kWfbABl1
767,"This paper presents SURFBoard, a framework for data scientists to perform detailed performance analysis of distributed machine learning pipelines",N6_kWfbABl1
768,SURFBoard packages different profilers and ML tools into a container image and provides visualization notebooks to show and study the profiling results,N6_kWfbABl1
769,"The authors demonstrate the type of analysis that can be performed with SURFBoard by training a ResNet50 model on two different GPU clusters, collecting profiling metrics, and visualizing and analyzing the results.",N6_kWfbABl1
770,"- Tool for automated, detailed performance analysis for ML pipelines is very useful",N6_kWfbABl1
771,- Tool allows automated exploration of infrastructure parameters,N6_kWfbABl1
772,"- Evaluation has been done on two real-world, large-scale GPU clusters",N6_kWfbABl1
773,"- The exact meaning of ""reproducible performance analysis"" and how that is supported by SURFBoard is not clear enough",N6_kWfbABl1
774,- The description of SURBoard is missing several important details,N6_kWfbABl1
775,- The paper is missing a comparison to existing ML model management frameworks such as MLflow or Pachyderm,N6_kWfbABl1
776,"Thank you for submitting your work to JSys! I think your paper is filling an important gap in the currently available ML tooling space, i.e., that of providing automated, detailed performance profiling as part of ML pipeline execution",N6_kWfbABl1
777,"Being able to, as you say ""gathering performance data from all the components of the training workflow"" is useful to debug and optimize pipelines",N6_kWfbABl1
778,"This is particularly true in the case of distributed training, where collecting such metrics becomes even harder",N6_kWfbABl1
779,I liked the fact that SURFBoard allows automated exploration of infrastructure parameters,N6_kWfbABl1
780,"This is a nice feature that can be provide useful guidance to users, who would like to, e.g., retrain a model and need to size/estimate their resource requirements",N6_kWfbABl1
781,Overall I think the community would benefit from your tool.,N6_kWfbABl1
782,"However, I think there are three main issues in the current paper that should be addressed before publication:",N6_kWfbABl1
783,"While reading the paper, it never was fully clear to me, what exactly ""reproducible performance analysis"" means and why the reproducibility aspect is particularly important for ML",N6_kWfbABl1
784,Reproducibility in your case could mean a variety of things,N6_kWfbABl1
785,"For example, it could mean that individual experiments have reproducible performance across runs or that somebody else could use SURFBoard to train a model on a different cluster and achieve the same performance",N6_kWfbABl1
786,It could also mean that SURBoard can be used the same way in different environments (which would be more like the portability that you also mention in the paper) or that it collects and makes available all the necessary information (e.g,N6_kWfbABl1
787,"hardware, hardware configuration, software configuration, etc.) that is required to reproduce the performance from the initial experiment",N6_kWfbABl1
