,Class Index,Description
707,3,\n- No comparison with state-of-the-art techniques on the experimented tasks and datasets.
708,3,"""This paper proposes to combine reinforcement learning with supervised learning to speed up learning."
709,2,The results section is not great (boring).
710,3,".\n\n5. While random search does not explicitly exploit any structure in the unknown function, it can still implicitly utilize smoothness or other benign properties of the hyperparameter space."
711,3,"\n\n* On the convexity vs non-convexity (Sec. 6), it is interesting to see how pushing the Id through the net changes the look of the loss for deep nets."
712,3,  It could use a couple more passes with an editor.
713,3, \n5. Only early stopping seems to constrain their model to be near identity.
714,3,"  The key to being able to learn these confidence values is to not allow the error of the confidence estimates propagate back though the deep learning architecture.\n\nHowever, the method by which these confidence estimates are refined could be better described."
715,3," In the experiments, the proposed algorithm was compared to other methods, e.g., A-NICE-MC and HMC."
716,3," What is done here is quite different, but I think it would be worth discussing these relationships in the paper."
717,3," I found that the answers are usually very short, which is more like factoid QA."
718,3,"\n\nIt is highly suggested that the method is called as population-based method as a set of networks is maintained, instead of as \""genetic\"" method."
719,3," It is said that *a* random direction was used from each minimiser to plot the loss, so how the 2D directions obtained ?"
720,1,Numerical experiments suggests that the proposed regularization leads to better posed optimization problem and even a slight advantage in terms of inception score on the CIFAR-10 dataset.
721,3,"\n\n\""learn a policy that satisfy\"" -> \""learn a policy that satisfies\"".[[CNT], [CLA-NEG], [CRT], [MIN]]\n\n\""HRL, We introduce the FSA augmented MDP\"" -> \""HRL, we introduce the FSA augmented MDP.\"".[[CNT], [CLA-NEG], [CRT], [MIN]]\n\n\"" multiple options policy separately\"" -> \"" multiple options policies separately\""?[[CNT], [CLA-NEU], [QSN], [MIN]]\n\n\""Given flat policies \u03c0\u03c61 and \u03c0\u03c62 that satisfies \"" -> \""Given flat policies \u03c0\u03c61 and \u03c0\u03c62 that satisfy \"".[[CNT], [CLA-NEG], [CRT], [MIN]]\n\n\""s illustrated in Figure 3 .\"" -> \""s illustrated in Figure 2 .\""?"
722,2,I find the title and the main premise of the abstract confusing and illogical. [key concept X] has the logic of a Monty Python sketch
723,1,"Finally, while it proposes an interesting formulation of a well-studied problem"
724,3,". Specifically, let S = {1, . . . , T/2} and E === {T/2 + 1, . . . , T}. sep_{S,E}(y) models the dependence between these two sets of time points."
725,3, These are important questions that should have at least an empirical exploration.
726,1,\n- the second GAN solution trained on reverse codes from real data is interesting 
727,3," For example, could the authors add such a comparison in Human Evaluation in Section 4 to support the claim that the adversaries generated by their method are more natural?"
728,3," \n\nTo summarize the result, let's use the theta to denote the layer closer to the label, and W to denote the layer closer to the data."
729,2,"How does [redacted theory] explain your results? Or really, your underwhelming results?"
730,3," And in order to achieve three important targets which are auto completion, auto error correction and real time, the authors first adopt the character-level RNN-based modeling which can be easily combined with error correction, and then carefully optimize the inference part to make it real time."
731,3, The standard LQG setup does not have this restriction.
732,3,"\nConcerning the contribution of the model, one novelty is the conditional formulation of the discriminator."
733,2,"The authors presents a flurry of statistics, but they do not explain why or how those are relevant to the study"
734,3," For instance, to a spectral clustering method for the semi supervised clustering, or\nsolving the combinatorial Dirichlet problem as in Grady: random walks for image segmentation, 2006."
735,3, Experiments demonstrate that their method is promising compared to the competitor \u201cNormProp\u201d which explicitly normalizes the weights of neural networks.
736,3," Instead, the conditional density p(y_t|y_{1:t-1|, \\theta}) was discretised by 1 of the 2 proposed schemes and parameterised by a LSTM."
737,1,. The revised version does address my concerns.
738,3,"""This is an emergency review, as the replacement of an overdue review.[[CNT], [CNT], [CNT], [GEN]] \n\n------------------------------------------------------------------------\n\nThis paper proposes three variants of the exponential linear unit (ELU) by adding a learnable shift variable for each hidden unit."
