,id,Description,forum_id
867,867,"Consider dropping the $D_{k, \bar{k}}$ notation entirely and directly defining the term in l.89 (e.g., “is proportional to the number of points in class k when $\bar{k}$ has the highest prediction amongst other classes",67Q9tnozPe
868,868,"Call this $N_{k, \bar{k}}$”).",67Q9tnozPe
869,869,2.3 I think this would be clearer if the way to compute the centers (and some of the intuition) were discussed first,67Q9tnozPe
870,870,"For example, before l.105,  consider including some of the content of remark 5.",67Q9tnozPe
871,871,Minor comments:,67Q9tnozPe
872,872,L.5 define SCE before using an acronym,67Q9tnozPe
873,873,L.59 “we then present demerits of MMC loss” — > “we then present the merits of the MMC losses”,67Q9tnozPe
874,874,L.78 This section has several clarity issues,67Q9tnozPe
875,875,"In particular, consider providing more context on how l.75-77 leads to l.78 as a conclusion.",67Q9tnozPe
876,876,L.94 “function in during the training procedure” — non-grammatical,67Q9tnozPe
877,877,L.97 “tend to spread over the space in an sparsely” — non-grammatical,67Q9tnozPe
878,878,L.127 non-grammatical (NG),67Q9tnozPe
879,879,L.131 “also not losing out the high accuracies” — NG,67Q9tnozPe
880,880,L.133 “supervisor inappropriate supervisory signals” —NG,67Q9tnozPe
881,881,L.135 “this section roughly” — seems that this comes from the template?,67Q9tnozPe
882,882,"L.201 “we validate the merits of MMC, that is” — run-on sentence",67Q9tnozPe
883,883,"The authors attempted to reproduce the results from the paper ""Contextualizing Hate Speech Classifiers with Post-hoc Explanation"" by Kennedy et al",wIgGMxXAYS
884,884,2020.,wIgGMxXAYS
885,885,+ The authors attempted to reproduce several claims from the original paper,wIgGMxXAYS
886,886,+ they address the fact that their computational set up was different and in fact slower than that reported in the original paper,wIgGMxXAYS
887,887,+The authors provide an explanation about the models in Section 3 before describing their reproducibility experiments,wIgGMxXAYS
888,888,- It was not clear if or how the authors reproduced the train/val/test sets from the original paper,wIgGMxXAYS
889,889,"In one case, they state that ""Train and test parts were arbitrarily produced for Stormfront sentences"" and similarly for the other datasets",wIgGMxXAYS
890,890,"- In addition, while the original paper reports performance measures along with confidence intervals (e.g",wIgGMxXAYS
891,891,"57.76 ± 3.9 for precision), the current paper reports the performance measure",wIgGMxXAYS
892,892,So for the claims that are stated as not reproducible  it was not clear whether the performance measures were within the confidence intervals.,wIgGMxXAYS
893,893,"- minor issues: in several places the ""instruction text"" seems to mistakenly remain",wIgGMxXAYS
894,894,e.g,wIgGMxXAYS
895,895,lines 145 -147,wIgGMxXAYS
896,896,"""Provide information on computational requirements for each of your experiments",wIgGMxXAYS
897,897,"For example, the number of",wIgGMxXAYS
898,898,147 CPU/GPU hours and memory requirements,wIgGMxXAYS
899,899,"You’ll need to think about this ahead of time, and write your code in a",wIgGMxXAYS
900,900,148 way that captures this information so you can later add it to this section,wIgGMxXAYS
901,901,"""",wIgGMxXAYS
902,902,- some minor typos in the paper that should be corrected prior to acceptance,wIgGMxXAYS
903,903,e.g,wIgGMxXAYS
904,904,"""Sromfront"" line 166.",wIgGMxXAYS
905,905,The authors evaluate both the method and validity of the results in their reproduction of Kennedy et al (2020),wIgGMxXAYS
906,906,Results of  some of the experiments could be replicated,wIgGMxXAYS
907,907,But some others did not yield comparable results with the original paper.,wIgGMxXAYS
908,908,The authors run the method on a new dataset as well,wIgGMxXAYS
909,909,"However, it is not clear how a baseline method would perform on this new dataset.",wIgGMxXAYS
910,910,The code is not provided! “The code was easy to run and  allowed us to verify the correctness of our re-implementation.” But all of your experiments on the code provided by Kennedy et al (2020) (this one stated in the paper as well),wIgGMxXAYS
911,911,"If you are not using or providing your code, why do you say this? How can we verify this point? ",wIgGMxXAYS
912,912,"There are many copy paste from the original paper, e.g",wIgGMxXAYS
913,913,"“We chose two public corpora for our experiments which feature the logical parts of hate speech, versus only the use of  slurs and explicitly hostile language …”",wIgGMxXAYS
914,914, This should be paraphrased or just summarized much better,wIgGMxXAYS
915,915,Changing some words with their synonyms is neither paraphrasing nor summarization,wIgGMxXAYS
916,916,"In the example sentence, the word “we” causes confusion about what you and original authors do",wIgGMxXAYS
917,917,The other example in this line is the aforementioned “implementing the code”,wIgGMxXAYS
918,918,"Number formatting, e.g., 7896 -> 7,896",wIgGMxXAYS
919,919,Why do you not have the standard deviation for your results in Table 6? It is not clear what is happening in the paragraph you explain Tables 6 and 7,wIgGMxXAYS
920,920,“have able to reproduced” -> have able to reproduce,wIgGMxXAYS
921,921,- Reproducibility Summary: the paper includes the reproducibility summary on the first page,E4cRWiGoE3
922,922,"The summary is clear, well written, and major findings (i.e",E4cRWiGoE3
923,923,"failure in reproducing part of the paper, but successful replication on the rest) are incorporated in the summary.",E4cRWiGoE3
924,924,"- Scope of Reproducibility: it is well described, specifically the authors investigate an approach to generate debiased embeddings by removing the frequency component of word embeddings",E4cRWiGoE3
925,925,The authors list 2 reproduced/verified claims from the original paper.,E4cRWiGoE3
926,926,- Code: the authors tried to re-use the code provided by the original authors,E4cRWiGoE3
927,927,"Unfortunately, the code was not well documented and the authors struggled in re-running it",E4cRWiGoE3
928,928,This hampered the reproducibility effort,E4cRWiGoE3
929,929,"The code provided with this paper is a revised version of the original code, complemented with more detailed comments and documentation.",E4cRWiGoE3
930,930,- Communication with original authors: the authors did not have any communication with the original authors.,E4cRWiGoE3
931,931,"- Hyperparameter Search: the authors do not perform any hyperparameter search, since the reproduced algorithm is a post-training algorithm which does not require to train any parameter.",E4cRWiGoE3
932,932,"- Ablation Study: there is no ablation study, but it does not make sense to have it.",E4cRWiGoE3
933,933,- Discussion on results: the experimental results are well presented and compared with the original results,E4cRWiGoE3
934,934,The authors describe easy parts and challenges in reproducing the original paper,E4cRWiGoE3
935,935,Due to difficulties in interpreting the original code the authors could not reproduce part of the experiments.,E4cRWiGoE3
936,936,"- Recommendations for reproducibility: the authors do not mention any recommendations for the original authors, but they explicitly list missing details that were important for the reproducibility.",E4cRWiGoE3
