,Class Index,Description
747,2,Are you kidding?
748,1," This explicit approach is shown on synthetic experiments to preserve more information about the target, yield better reconstruction and converge faster than the baseline."
749,1, I suspect it might be speaker identification.
750,2,It is essentially an opinion piece that editorializes shamelessly about the superior methods of a recent paper in the first person
751,1, The proposed model combines some of the strengths of factorization machines and of polynomial regression.
752,2,This left me somewhere between scratching my head and pulling my hair out
753,1,"\nThe acknowledgements should not be included here either. \n\n"""
754,1, The experiments with Baird's and CartPole were both convincing as preliminary evidence that this could be effective. 
755,2,This paper makes no contribution
756,2,The authors are amateurs
757,1, \n\nMinor points:\n- Text between Eq 4 & 5: W^{(1)} appears twice; one instance should probably be W^{(2)}
758,2,"The system described in the manuscript is inherently confusing. Despite re-reading, its basic elements did not make sense."
759,1,  Table 1 probably reports 100 * R^2? Please fix the description.
760,2,The stimulus is artificially produced and therefore irrelevant.
761,2,"Many questions on the text, for example, cause embarrassment in understanding the text"
762,2,"Theories can be meaningful when they can explain phenomenon. If theories exist for themselves, they may be play of language."
763,2,This is starting to feel like a book report
764,1,\n - Fig 3: This could really be drawn considerably better: make the dots bigger and their colors more distinct.
765,1,"  Moreover, is this D_S same as the style classifier used in the metric?"
766,1,"\nPerhaps this will encourage people to dig deeper into some of these issues... I vote accept.\n"""
767,2,"The paper is okay, its not wow but its hard to reject it."
768,2,The authors conclusions not only contradict their own data but also the laws of thermodynamics
769,2,The author gives the impression of having had some mathematical training.
770,2,Neither research nor science
771,2,"You aimed for the bare minimum, and missed!"
772,2,There is so much that is wrong with this paper that it is difficult to know where to start
773,1,\n- It is not clear to me what the baselines actually are or how I can found more info on those.
774,1,"""This paper studies a dual formulation of an adversarial loss based on an upper-bound of the logistic loss."
775,2,I dont know what to do with this.
776,1,  \n\n%%% After Author's response %%%\na. My mistake. Perhaps it should be clarified in the text that u are the weights.
777,1," In all three cases, the proposed solution outperforms the baselines on larger problem instances. """
778,1,\n\nDetails:\n- p. 4 please do not qualify KL as a distance metric 
779,1,.\n\nweakness\n\n* The graph in p.3 don't show the architecture of the network clearly.
780,1,". It would be useful to know whether the number of iterations to achieve a particular performance is equivalent for all the different architectures considered,e.g. does the proposed sparse learning method converge at the same rate as the others?"
781,1, Have you compared with using random embeddings for the named entities?
782,1," Other than that, I don't get much more insight from the theoretical result."
783,1,\n\nI think the work has several important issues:\n\n1.
784,2,You know nothing about [general topic of the paper]. Cite [five irrelevant citations from same scholar].
785,1," Furthermore, given its simplicity, I would expect a comparison against scheduled sampling."
786,2,"While the authors have no legal obligation to cite these unpublished results, they are probably morally obliged to consider them"
787,1,"\n\nCons:\n- PLAID seems designed to work with task curricula, or sequences of deeply related tasks; for this regime, classical transfer learning approaches are known to work well (e.g finetunning), and it is not clear whether the method is applicable beyond this well understood case."
788,2,This paper is indicative of a degenerative research paradigm' h/
789,2,Find your inner nerd—it must be a big part of you—bind and gap it and then dump it in the ocean tied to a large rock. -Referee 
790,1,\n\nSection 2 motivates the suggested linear scaling using previous SGD analysis\nfrom Smith and Le (2017).
