,Description,Class Index
753,This manuscript is obviously not suitable for publication in high impact factor journals.,2
754,Authors rarely followed the advices,2
755,The paper does have some moderately interesting results. But...nothing took me by surprise or wonder,2
756,\n\nSection 4 fails to mention that its use of performance prediction for early stopping follows exactly that of Domhan et al (2015) and that this is not a contribution of this paper; this feels a bit disingenious and should be fixed.,1
757,"Sorry for our long silence, due to some perplexity on our side at reading your manuscript.",2
758,Its complicated to understand what the objective of the study even is,2
759,…this paper is extremely lengthy and tedious with respect to its importance and relevance.,2
760,Jargon-riddled assertions are made as though the meagre data substantiate the claims.,2
761,"XXX is inserted purely for fashion, adds nothing, and reflects the authors belief/wish that fashionable papers regardless of logic or content have a larger chance of acceptance. Our community needs to combat this sort of unreflexive pseudo-scholarship",2
762,It [the paper] has a kind of self-help quality to it,2
763,Unfortunately I was hoping for more.,2
764,"There are also other points that have to be addressed, but I do not think it is makes sense to go into further detail.",2
765, Is q(t|x) in Fig 1 a typo?,1
766,"\n\nPositive aspects of the paper: The paper is a very strong empirical paper, with experiments comparable to industrial scale.",1
767,\n3. another explanation about the weights as the rescaling to matrix A needs to further clarified.,1
768,This paper goes to significant amounts of trouble to accomplish something that is already well established but in a less elegant manner,2
769,This is not a paper. This is part of … something. It cannot be reviewed and should be rejected right...,2
770,all I can say is that the author is blissfully unaware of what a standard is – in linguistic terms – and does not have the linguistic competence to describe it,2
771,The original study was published in PsycScience. This is just some work by a grad student. Reject. [on a failure to replicate a finding,2
772,The writing and presentation are so bad that I had to go home early and spend time wondering what life is about.,2
773, Therefore I recommend acceptance for it.,1
774,NO'  (h/,2
775,Find your inner nerd—it must be a big part of you—bind and gap it and then dump it in the ocean tied to a large rock. -Referee ,2
776,"  Unsurprisingly (since the EEN noise does not seem to be conditioned on the input), the baseline deterministic model performs quite well. ",1
777,"Publication of this paper will not advance our knowledge in any shape of form, it will just result in other researchers pointing out how bad this study actually is",2
778,Why chase a gene in this ridiculous organism?,2
779," While the idea makes sense,",1
780,"\n\nIt would be nice if section 2.4 was expanded to actually define the cost gradients for the network parameters, either in line or in an appendix.",1
781," The authors furthermore introduce a simplification of the setting, i.e. that nothing changes in a scene during saccadic exploration, which is rather unusual for active vision problems. ",1
782,"This is a nicely done paper but the sample is small, the measures uninformative and the findings have only very weak relevance to policy.",2
783,"I understand Wikipedia is not the best source of information, however…based on the information from Wikipedia, your hypothesis breaks down",2
784," \n\n To demonstrate the \""mesh/graph generation\"" capability truly, the authors need to experiment on novel topology generation.",1
785,"  \n\nWhile the idea of integrating the spelling error probability into the search for completions is a sound one, the specific details of the model being pursued feel very ad hoc, which diminishes the ultimate impact of these results.",1
786," While some of the bilingual lexicon extraction works are cited (Haghighi et al., 2008; Artetxe et al., 2017), they do not demonstrate how their approach performs against these baseline methods.",1
